rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-13.580310976753717,13.580310976753717,13.580310976753717,0.0029727889407275615
2,-10.602847488353257,10.602847488353257,24.183158465106974,0.005293798217139008
3,-9.756946373142522,9.756946373142522,33.940104838249496,0.0074296360726196576
4,-9.378470479976269,9.378470479976269,43.31857531822577,0.009482623914469355
5,-9.233039090010383,9.233039090010383,52.55161440823615,0.011503776194639699
6,-9.046797503863726,9.046797503863726,61.59841191209988,0.013484159384282731
7,-8.934915688510397,8.934915688510397,70.53332760061028,0.015440051159559756
8,-8.828420052148905,8.828420052148905,79.36174765275918,0.017372630578400088
9,-8.627894776444911,8.627894776444911,87.98964242920408,0.019261314145152086
10,-8.600505926161375,8.600505926161375,96.59014835536546,0.021144002173851862
11,-8.547555963691172,8.547555963691172,105.13770431905662,0.023015099226239476
12,-8.410094459392651,8.410094459392651,113.54779877844928,0.024856105359468174
13,-8.350434265908836,8.350434265908836,121.89823304435811,0.026684051617728327
14,-8.224038530969148,8.224038530969148,130.12227157532726,0.0284843293017101
15,-8.113539899304707,8.113539899304707,138.23581147463196,0.030260418356231188
16,-8.03326091459338,8.03326091459338,146.26907238922533,0.03201893399300571
17,-8.000140527837875,8.000140527837875,154.26921291706321,0.03377019943354925
18,-7.918788555030751,7.918788555030751,162.18800147209396,0.03550365657460087
19,-7.766047358713309,7.766047358713309,169.95404883080727,0.037203678005676234
20,-7.73820941053885,7.73820941053885,177.6922582413461,0.03889760558922431
