rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-0.4052765494473498,0.4052765494473498,0.4052765494473498,0.002279017074191995
2,-0.2475175509596835,0.2475175509596835,0.6527941004070333,0.0036708980640211106
3,-0.24584828695976552,0.24584828695976552,0.8986423873667988,0.005053392176760163
4,-0.24367607879469821,0.24367607879469821,1.142318466161497,0.006423671174897499
5,-0.24189573126768824,0.24189573126768824,1.384214197429185,0.007783938632970194
6,-0.2377709101978593,0.2377709101978593,1.6219851076270444,0.009121010725658572
7,-0.23556815309473916,0.23556815309473916,1.8575532607217835,0.010445695915983233
8,-0.23472725759922894,0.23472725759922894,2.0922805183210125,0.011765652445854946
9,-0.23097003102273192,0.23097003102273192,2.3232505493437445,0.01306448072754373
10,-0.22959361813252915,0.22959361813252915,2.5528441674762736,0.014355568940180436
11,-0.228666489233227,0.228666489233227,2.7815106567095005,0.0156414435706487
12,-0.2275376883585136,0.2275376883585136,3.009048345068014,0.01692097054426304
13,-0.22557292409497295,0.22557292409497295,3.234621269162987,0.018189448935595782
14,-0.22506821156898532,0.22506821156898532,3.4596894807319725,0.019455089145282302
15,-0.22375206028949277,0.22375206028949277,3.683441541021465,0.02071332815881703
16,-0.22271185946616678,0.22271185946616678,3.906153400487632,0.021965717745731386
17,-0.22214912672999093,0.22214912672999093,4.128302527217623,0.02321494288230757
18,-0.22175308411804806,0.22175308411804806,4.350055611335671,0.024461940927590277
19,-0.22056971305475814,0.22056971305475814,4.570625324390429,0.02570228444805031
20,-0.21975149130122226,0.21975149130122226,4.790376815691651,0.026938026810734688
