rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-2.370120576909624,2.370120576909624,2.370120576909624,0.025285120058927
2,-1.3695921378356337,1.3695921378356337,3.7397127147452576,0.039896318313697055
3,-1.0606420088064563,1.0606420088064563,4.800354723551714,0.051211548767997855
4,-1.007566083930604,1.007566083930604,5.8079208074823185,0.06196055016804759
5,-0.8616384839177547,0.8616384839177547,6.669559291400073,0.07115275444891994
6,-0.698331679034186,0.698331679034186,7.367890970434259,0.07860275531273876
7,-0.5890149781643068,0.5890149781643068,7.956905948598566,0.08488653453666753
8,-0.5715011300039161,0.5715011300039161,8.528407078602482,0.09098347104983147
9,-0.5474844359806391,0.5474844359806391,9.075891514583121,0.09682419064402799
10,-0.5321277693634276,0.5321277693634276,9.608019283946549,0.10250108095337546
11,-0.5107722812816061,0.5107722812816061,10.118791565228154,0.10795014484522904
12,-0.5027618975462654,0.5027618975462654,10.62155346277442,0.11331375168631509
13,-0.4917257759165473,0.4917257759165473,11.113279238690968,0.11855962204466229
14,-0.48902304437878247,0.48902304437878247,11.60230228306975,0.1237766588946702
15,-0.4757707679574308,0.4757707679574308,12.078073051027182,0.12885231669264485
16,-0.47271704034505735,0.47271704034505735,12.550790091372239,0.1338953964563801
17,-0.46191253869601806,0.46191253869601806,13.012702630068256,0.138823210725172
18,-0.45874730062949653,0.45874730062949653,13.471449930697753,0.14371725733450103
19,-0.4559534666711356,0.4559534666711356,13.92740339736889,0.14858149852897057
20,-0.4476239093612398,0.4476239093612398,14.37502730673013,0.153356877638249
