rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-4.585804295446564,4.585804295446564,4.585804295446564,0.0028793993523440883
2,-3.383808827228048,3.383808827228048,7.969613122674612,0.005004072870411839
3,-3.0426800896023365,3.0426800896023365,11.012293212276948,0.006914553674856649
4,-2.8565029003115048,2.8565029003115048,13.868796112588452,0.008708134924996983
5,-2.7053366701105523,2.7053366701105523,16.574132782699003,0.01040679979465219
6,-2.6874583006562367,2.6874583006562367,19.26159108335524,0.0120942389420325
7,-2.651711415545655,2.651711415545655,21.913302498900894,0.013759232832004436
8,-2.6239471735250492,2.6239471735250492,24.537249672425943,0.015406793718877692
9,-2.601457820181043,2.601457820181043,27.138707492606986,0.017040233674005634
10,-2.5835561103610285,2.5835561103610285,29.722263602968013,0.018662433251581314
11,-2.558117940745489,2.558117940745489,32.2803815437135,0.020268660353142585
12,-2.537189494775945,2.537189494775945,34.81757103848945,0.021861746607452673
13,-2.518324661546873,2.518324661546873,37.33589570003632,0.02344298774472717
14,-2.5008953072343565,2.5008953072343565,39.836791007270676,0.02501328509367449
15,-2.4827940555800025,2.4827940555800025,42.31958506285068,0.026572216773933788
16,-2.462006049640872,2.462006049640872,44.78159111249155,0.02811809578840508
17,-2.459114457625291,2.459114457625291,47.24070557011684,0.02966215918937861
18,-2.446063582617519,2.446063582617519,49.68676915273436,0.031198028023243767
19,-2.4350538519417197,2.4350538519417197,52.121823004676074,0.032726983912435545
20,-2.431947138849345,2.431947138849345,54.55377014352542,0.03425398911487974
