rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-2.62948079811544,2.62948079811544,2.62948079811544,0.0020232073214666827
2,-2.562134582248949,2.562134582248949,5.191615380364389,0.003994596292667483
3,-1.85414160018894,1.85414160018894,7.045756980553329,0.005421232632140582
4,-1.8211258232766152,1.8211258232766152,8.866882803829945,0.006822465568165822
5,-1.6482534277825154,1.6482534277825154,10.51513623161246,0.008090684908315474
6,-1.633454944375048,1.633454944375048,12.148591175987509,0.009347517818110489
7,-1.632026725421944,1.632026725421944,13.780617901409453,0.010603251810185838
8,-1.6090746568178618,1.6090746568178618,15.389692558227315,0.01184132574051977
9,-1.594432116310834,1.594432116310834,16.984124674538148,0.013068133227995505
10,-1.581819977191754,1.581819977191754,18.5659446517299,0.014285236528917238
11,-1.5648635388509688,1.5648635388509688,20.13080819058087,0.015489292999368994
12,-1.5549098664910175,1.5549098664910175,21.685718057071885,0.016685690793321356
13,-1.5486334873545324,1.5486334873545324,23.234351544426417,0.01787725933876567
14,-1.5440206304746562,1.5440206304746562,24.778372174901072,0.019065278603371375
15,-1.5345795372979063,1.5345795372979063,26.312951712198977,0.020246033586430873
16,-1.5301955925897952,1.5301955925897952,27.843147304788772,0.021423415421058672
17,-1.5185208999318078,1.5185208999318078,29.36166820472058,0.02259181437067037
18,-1.5130258709072781,1.5130258709072781,30.874694075627858,0.02375598526774711
19,-1.5039826722939384,1.5039826722939384,32.378676747921794,0.024913198036186017
20,-1.4920069435338044,1.4920069435338044,33.870683691455596,0.026061196292724034
