metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,2.2650080250214923
e_H,early,0.0,2.0,2.4163983920917653
e_pred,early,0.0,2.0,2.4371016484001733
e_U,early,0.0,2.0,4.8327967841903385
e_euc,mid,2.0,10.0,1.7124199182891677
e_H,mid,2.0,10.0,1.7178836773546644
e_pred,mid,2.0,10.0,1.7190145513560389
e_U,mid,2.0,10.0,59.4230836958742
e_euc,full,0.0,10.0,1.769684335334403
e_H,full,0.0,10.0,1.7880748760634282
e_pred,full,0.0,10.0,1.7912347360103045
e_U,full,0.0,10.0,40.49414274713967
e_euc,long,5.0,10.0,1.6916147766808494
e_H,long,5.0,10.0,1.6931929120132643
e_pred,long,5.0,10.0,1.6935327878532065
e_U,long,5.0,10.0,133.23958997026912
