width,n,alpha,sigma,lambda_min_H,lambda_med_H,lambda_max_H,condition_H,C_LSI,C_PI,h,h_lambda_max,rho_euc_early,rho_H_early,rho_pred_early,rho_euc_mid,rho_H_mid,rho_pred_mid,tau_euc_0p5,tau_euc_0p1,tau_H_0p5,tau_H_0p1,tau_pred_0p5,tau_pred_0p1,final_e_euc,final_e_H,final_e_pred,final_e_U,stable
32,128,0.3,10.0,0.6170182038866381,1.455679550217329,3.070319135268922,4.976059240924791,1.6206977260977626,1.6206977260977626,0.0010844040460559106,0.0033294664929685034,0.8909501761002696,1.0314224923545023,1.1024009645361679,0.6291175416106777,0.6341794106337558,0.6385947725176113,0.6332919628966518,2.728360579876671,0.5378644068437316,2.294598961454307,0.5075010935541662,2.10808146553269,0.0010329927193429458,0.0007345399548809489,0.000607097648225592,5.395489455761915e-07,1
64,256,0.3,10.0,0.9436989236053925,2.639499265789803,5.566539356371471,5.898639086187108,1.05965999852952,1.05965999852952,0.0010844040460559106,0.006036377800578687,1.4083211705487302,1.5513762905724966,1.5873853480816222,1.0564060476393302,1.06288292410329,1.0653885048431162,0.3556845271063387,1.4964775835571567,0.2776074357903131,1.26224630960908,0.2689322034218658,1.2188701477668435,1.1023713912659627e-05,7.326792130115011e-06,6.606182219731675e-06,5.3681310814969116e-11,1
128,512,0.3,10.0,1.672426632275106,4.957677022038642,11.312936364246303,6.764384246175638,0.5979335539757805,0.5979335539757805,0.0010844040460559106,0.012267793966161733,2.2650080250214923,2.4163983920917653,2.4371016484001733,1.7124199182891677,1.7178836773546644,1.7190145513560389,0.18217987973739297,0.8111342264498211,0.13880371789515655,0.6636552761862172,0.1344661017109329,0.6506424276335463,8.850541591896928e-09,5.31217829122885e-09,4.977592994958697e-09,1.0000000000000237e-300,1
256,1024,0.3,10.0,2.9034548944160226,9.670013454757623,23.43960840528704,8.073005869788616,0.34441726714033627,0.34441726714033627,0.0010844040460559106,0.025418006192659395,3.5032453498781413,3.647238079950954,3.6590197900350248,2.916834406913959,2.9183512860313594,2.91852335714922,0.10410278842136741,0.4641249317119297,0.07807709131602555,0.37303499184323324,0.07807709131602555,0.3686973756590096,4.490281934364205e-14,2.6593931457964464e-14,2.5664322196363026e-14,1.0000000000000237e-300,1
512,2048,0.3,10.0,5.5420403540201955,19.129520342131293,46.1082750307463,8.319729212599356,0.18043896040464594,0.18043896040464594,0.0010844040460559106,0.05,6.45073148261871,6.564171922224914,6.568940413874123,2.0943575533365233,2.0769745608180474,2.076106236733837,0.05205139421068371,0.22555604157962938,0.03903854565801278,0.18217987973739297,0.03903854565801278,0.18217987973739297,8.363717596234047e-15,5.374797642298422e-15,5.3050132807686306e-15,1.0000000000000237e-300,1
