metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,3.5032453498781413
e_H,early,0.0,2.0,3.647238079950954
e_pred,early,0.0,2.0,3.6590197900350248
e_U,early,0.0,2.0,7.294476160477719
e_euc,mid,2.0,10.0,2.916834406913959
e_H,mid,2.0,10.0,2.9183512860313594
e_pred,mid,2.0,10.0,2.91852335714922
e_U,mid,2.0,10.0,118.07705121161129
e_euc,full,0.0,10.0,2.9664919525783984
e_H,full,0.0,10.0,2.978595508664718
e_pred,full,0.0,10.0,2.9797331258241617
e_U,full,0.0,10.0,98.72482797716512
e_euc,long,5.0,10.0,2.9060120559172415
e_H,long,5.0,10.0,2.9060089304706627
e_pred,long,5.0,10.0,2.9060086408991914
e_U,long,5.0,10.0,42.00339053736042
