metric,threshold,tau
e_euc,0.5,0.05205139421068371
e_H,0.5,0.03903854565801278
e_pred,0.5,0.03903854565801278
e_U,0.5,0.01735046473689457
e_euc,0.1,0.22555604157962938
e_H,0.1,0.18217987973739297
e_pred,0.1,0.18217987973739297
e_U,0.1,0.07373947513180192
e_euc,0.01,0.546539639212179
e_H,0.01,0.4814753964488243
e_pred,0.01,0.47713778026460063
e_U,0.01,0.18217987973739297
