metric,threshold,tau
e_euc,0.5,0.18217987973739297
e_H,0.5,0.13880371789515655
e_pred,0.5,0.1344661017109329
e_U,0.5,0.06506424276335464
e_euc,0.1,0.8111342264498211
e_H,0.1,0.6636552761862172
e_pred,0.1,0.6506424276335463
e_U,0.1,0.25591935486919487
e_euc,0.01,1.9259015857952972
e_H,0.01,1.7046831603998913
e_pred,0.01,1.6786574632945495
e_U,0.01,0.6636552761862172
