metric,threshold,tau
e_euc,0.5,0.10410278842136741
e_H,0.5,0.07807709131602555
e_pred,0.5,0.07807709131602555
e_U,0.5,0.03470092947378914
e_euc,0.1,0.4641249317119297
e_H,0.1,0.37303499184323324
e_pred,0.1,0.3686973756590096
e_U,0.1,0.1431413340793802
e_euc,0.01,1.1191049755296998
e_H,0.01,0.9803012576345431
e_pred,0.01,0.9716260252660959
e_U,0.01,0.37303499184323324
