metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,1.4083211705487302
e_H,early,0.0,2.0,1.5513762905724966
e_pred,early,0.0,2.0,1.5873853480816222
e_U,early,0.0,2.0,3.102752581145214
e_euc,mid,2.0,10.0,1.0564060476393302
e_H,mid,2.0,10.0,1.06288292410329
e_pred,mid,2.0,10.0,1.0653885048431162
e_U,mid,2.0,10.0,2.1257665307573252
e_euc,full,0.0,10.0,1.0932412994832663
e_H,full,0.0,10.0,1.112058246950059
e_pred,full,0.0,10.0,1.118064827208565
e_U,full,0.0,10.0,2.2241169423378357
e_euc,long,5.0,10.0,1.0393503536045945
e_H,long,5.0,10.0,1.0422215385281488
e_pred,long,5.0,10.0,1.0433836197947108
e_U,long,5.0,10.0,2.084444679731263
