width,n,alpha,sigma,lambda_min_H,lambda_med_H,lambda_max_H,condition_H,C_LSI,C_PI,h,h_lambda_max,rho_euc_early,rho_H_early,rho_pred_early,rho_euc_mid,rho_H_mid,rho_pred_mid,tau_euc_0p5,tau_euc_0p1,tau_H_0p5,tau_H_0p1,tau_pred_0p5,tau_pred_0p1,final_e_euc,final_e_H,final_e_pred,final_e_U,stable
32,128,0.3,1.0,37.587368875609386,121.28532280290247,284.75117117106987,7.575714387283069,0.026604682102367227,0.026604682102367227,2.2103029557770028e-05,0.00629386355300379,12.524992497110611,12.481762716214408,12.48139988677469,-0.0,-0.0,-0.0,0.019981138720224105,0.03996227744044821,0.019981138720224105,0.03996227744044821,0.019981138720224105,0.03996227744044821,6.491317073035316e-14,3.852399171343354e-14,3.844323930984148e-14,1.0000000000000237e-300,1
64,256,0.3,1.0,60.93384743367449,236.17390568554717,576.9250341143788,9.468055250283555,0.0164112400926018,0.0164112400926018,2.2103029557770028e-05,0.012751791081647597,9.090113485205318,9.068726265498684,9.068589278191386,-7.53108923399052e-31,-7.53108923399052e-31,-0.0,0.019981138720224105,0.019981138720224105,0.019981138720224105,0.019981138720224105,0.019981138720224105,0.019981138720224105,4.469412703833075e-14,2.3867751054186585e-14,2.383228783536342e-14,1.0000000000000237e-300,1
128,512,0.3,1.0,125.00037689007223,467.45859915975706,1137.8981484847322,9.103157740759631,0.007999975879108105,0.007999975879108105,2.2103029557770028e-05,0.025150996409689826,4.958908443993151,4.9528392854700245,4.952811518024396,-7.53108923399052e-31,-0.0,-0.0,0.019981138720224105,0.019981138720224105,0.019981138720224105,0.019981138720224105,0.019981138720224105,0.019981138720224105,2.0970719947861186e-14,1.2314216158977824e-14,1.2306416940121049e-14,1.0000000000000237e-300,1
256,1024,0.3,1.0,270.15908524510274,936.1035113816599,2262.1333364874936,8.373338007252896,0.003701522749430198,0.003701522749430198,2.2103029557770028e-05,0.05,2.902528250175197,2.9073904296466737,2.9073887970241867,-0.0,-0.0,-0.0,0.019981138720224105,0.019981138720224105,0.019981138720224105,0.019981138720224105,0.019981138720224105,0.019981138720224105,9.24251037314954e-15,5.48837535755933e-15,5.486724403958909e-15,1.0000000000000237e-300,1
