metric,threshold,tau
e_euc,0.5,0.019981138720224105
e_H,0.5,0.019981138720224105
e_pred,0.5,0.019981138720224105
e_U,0.5,0.019981138720224105
e_euc,0.1,0.019981138720224105
e_H,0.1,0.019981138720224105
e_pred,0.1,0.019981138720224105
e_U,0.1,0.019981138720224105
e_euc,0.01,0.019981138720224105
e_H,0.01,0.019981138720224105
e_pred,0.01,0.019981138720224105
e_U,0.01,0.019981138720224105
