metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,0.8371541125987193
e_H,early,0.0,2.0,0.9690279695228188
e_pred,early,0.0,2.0,1.0372955941733926
e_U,early,0.0,2.0,1.9380559390456162
e_euc,mid,2.0,10.0,0.6255834997307111
e_H,mid,2.0,10.0,0.6323314492062119
e_pred,mid,2.0,10.0,0.63827768581527
e_U,mid,2.0,10.0,1.2646628983357389
e_euc,full,0.0,10.0,0.6487179670057039
e_H,full,0.0,10.0,0.6676368423321676
e_pred,full,0.0,10.0,0.6809542104473989
e_U,full,0.0,10.0,1.3352736846128468
e_euc,long,5.0,10.0,0.6156332109853311
e_H,long,5.0,10.0,0.6177652331715898
e_pred,long,5.0,10.0,0.619782377381829
e_U,long,5.0,10.0,1.2355304661756417
