metric,threshold,tau
e_euc,0.5,0.18170800547559945
e_H,0.5,0.1341178135653234
e_pred,0.5,0.12979143248257105
e_U,0.5,0.060569335158533154
e_euc,0.1,0.8306651678884547
e_H,0.1,0.65760992457836
e_pred,0.1,0.6403044002473505
e_U,0.1,0.246603721716885
e_euc,0.01,1.9641770115695751
e_H,0.01,1.7348788141836997
e_pred,0.01,1.7089205276871855
e_U,0.01,0.65760992457836
