metric,threshold,tau
e_euc,0.5,0.3244785812064276
e_H,0.5,0.26390924604789445
e_pred,0.5,0.2552564838823897
e_U,0.5,0.12546505139981867
e_euc,0.1,1.328198992404977
e_H,0.1,1.1551437490948824
e_pred,0.1,1.1248590815156156
e_U,0.1,0.48455468126826523
e_euc,0.01,3.0587514255059243
e_H,0.01,2.79484217945803
e_pred,0.01,2.738599225382249
e_U,0.01,1.1551437490948824
