metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,3.800093081731704
e_H,early,0.0,2.0,3.9483088850329646
e_pred,early,0.0,2.0,3.9597189163194617
e_U,early,0.0,2.0,7.896617769598959
e_euc,mid,2.0,10.0,2.9328386984567545
e_H,mid,2.0,10.0,2.936083752844829
e_pred,mid,2.0,10.0,2.936444078507766
e_U,mid,2.0,10.0,68.80673220279462
e_euc,full,0.0,10.0,3.0190760583459757
e_H,full,0.0,10.0,3.035192921545931
e_pred,full,0.0,10.0,3.0366884489859136
e_U,full,0.0,10.0,60.87646732740922
e_euc,long,5.0,10.0,2.9031514400236693
e_H,long,5.0,10.0,2.902310760592293
e_pred,long,5.0,10.0,2.902217513299381
e_U,long,5.0,10.0,-5.837960930140328
