metric,threshold,tau
e_euc,0.5,0.05624295407578078
e_H,0.5,0.04326381082752368
e_pred,0.5,0.03893742974477131
e_U,0.5,0.02163190541376184
e_euc,0.1,0.24227734063413262
e_H,0.1,0.19468714872385656
e_pred,0.1,0.19468714872385656
e_U,0.1,0.07787485948954262
e_euc,0.01,0.5624295407578078
e_H,0.01,0.5018602055992747
e_pred,0.01,0.49753382451652234
e_U,0.01,0.19468714872385656
