width,step,time,D_euc,e_euc,D_H,e_H,U_gap,e_U,D_pred,e_pred,grad_norm,theta_norm,max_abs_theta,nan_or_inf
256,0,0.0,1.176687985742076,1.0,37.717178757119775,1.0,711.2927866982639,1.0,1.1784897458468622,1.0,1350.4919821220515,0.0,0.0,0.0
256,923,0.019999391234642856,0.0007443400147064179,0.0006325721208388146,0.012668991291496956,0.00033589445735268474,8.025167016967316e-05,1.1282508647696517e-07,0.0003957009303699972,0.0003357695149783817,0.21636339591147494,1.1764948607129175,0.2462891694625039,0.0
256,1846,0.03999878246928571,2.5221918048791695e-06,2.143466947432589e-06,4.219565823863985e-05,1.1187384536462629e-06,8.901679393602535e-10,1.251478935267018e-12,1.3179074392014987e-06,1.1183019995260552e-06,0.0007064601428534347,1.176687514895943,0.24635859695798404,0.0
256,2769,0.05999817370392857,9.567292821748949e-09,8.13069644432152e-09,1.5900676475279464e-07,4.215765070254077e-09,5.684341886080802e-14,7.991564082164867e-17,4.966262281082365e-09,4.214090363182253e-09,2.6438806578975325e-06,1.1766879842164342,0.24635878496162475,0.0
256,3692,0.07999756493857142,3.845060361807949e-11,3.267697476645068e-11,6.364991436971445e-10,1.6875576717863453e-11,0.0,0.0,1.987970721702875e-11,1.6868799484329158e-11,1.0539204276634292e-08,1.1766879857366699,0.2463587856010997,0.0
256,4615,0.09999695617321429,1.6057857310452897e-13,1.364665697706265e-13,2.6526044503374666e-12,7.032881402447794e-14,0.0,0.0,8.284831022027857e-14,7.030040822353004e-14,4.380714104229661e-11,1.1766879857420556,0.24635878560347405,0.0
256,5538,0.11999634740785714,1.0765044099167705e-14,9.148596934453062e-15,1.98721222713579e-13,5.268719168876513e-15,-5.684341886080802e-14,-7.991564082164867e-17,6.2073040476115625e-15,5.267168483634957e-15,4.0613005154252305e-12,1.1766879857420742,0.24635878560348212,0.0
256,6461,0.1399957386425,1.0765044099167705e-14,9.148596934453062e-15,1.98721222713579e-13,5.268719168876513e-15,-5.684341886080802e-14,-7.991564082164867e-17,6.2073040476115625e-15,5.267168483634957e-15,4.0613005154252305e-12,1.1766879857420742,0.24635878560348212,0.0
256,7384,0.15999512987714284,1.0765044099167705e-14,9.148596934453062e-15,1.98721222713579e-13,5.268719168876513e-15,-5.684341886080802e-14,-7.991564082164867e-17,6.2073040476115625e-15,5.267168483634957e-15,4.0613005154252305e-12,1.1766879857420742,0.24635878560348212,0.0
256,8307,0.1799945211117857,1.0765044099167705e-14,9.148596934453062e-15,1.98721222713579e-13,5.268719168876513e-15,-5.684341886080802e-14,-7.991564082164867e-17,6.2073040476115625e-15,5.267168483634957e-15,4.0613005154252305e-12,1.1766879857420742,0.24635878560348212,0.0
256,9230,0.19999391234642858,1.0765044099167705e-14,9.148596934453062e-15,1.98721222713579e-13,5.268719168876513e-15,-5.684341886080802e-14,-7.991564082164867e-17,6.2073040476115625e-15,5.267168483634957e-15,4.0613005154252305e-12,1.1766879857420742,0.24635878560348212,0.0
