metric,threshold,tau
e_euc,0.5,0.019999391234642856
e_H,0.5,0.019999391234642856
e_pred,0.5,0.019999391234642856
e_U,0.5,0.019999391234642856
e_euc,0.1,0.03999878246928571
e_H,0.1,0.019999391234642856
e_pred,0.1,0.019999391234642856
e_U,0.1,0.019999391234642856
e_euc,0.01,0.05999817370392857
e_H,0.01,0.05999817370392857
e_pred,0.01,0.05999817370392857
e_U,0.01,0.019999391234642856
