width,step,time,D_euc,e_euc,D_H,e_H,U_gap,e_U,D_pred,e_pred,grad_norm,theta_norm,max_abs_theta,nan_or_inf
32,0,0.0,0.8669313612782962,1.0,9.875231125639901,1.0,48.76009489240356,1.0,0.8718457378120676,1.0,125.78817211152382,0.0,0.0,0.0
32,923,0.019999391234642856,0.17936060779793098,0.2068913593499058,1.3376772825264356,0.13545782022795502,0.8946902560936536,0.018348821060908956,0.11791580165718407,0.13524846947477034,10.601743404699148,0.749676785301791,0.3468157118312258,0.0
32,1846,0.03999878246928571,0.06518248440792111,0.07518759537295905,0.4479629689452795,0.04536227691746831,0.10033541077312691,0.002057736167136918,0.03946875689471364,0.0452703444920911,3.158304301207623,0.8315517339180658,0.40917288198799856,0.0
32,2769,0.05999817370392857,0.02628670568661128,0.03032155354012266,0.17422108935737954,0.017642229041610433,0.015176493988427353,0.0003112482455564649,0.015346439608494003,0.017602241936751927,1.1717660962713112,0.8542779279349253,0.42882620504799834,0.0
32,3692,0.07999756493857142,0.01112368697238482,0.012831104594004845,0.07226520347475363,0.007317824013974249,0.002611129816614266,5.355054829930324e-05,0.006364659941383394,0.007300213403985626,0.473615335439367,0.8620882837810299,0.43569330919573934,0.0
32,4615,0.09999695617321429,0.004831868189212841,0.005573530275901219,0.031025890970214662,0.003141788842760298,0.00048130295524373423,9.87083713240922e-06,0.002732332201841653,0.003133962905752744,0.20030286269563707,0.8649982020153485,0.4382242581656991,0.0
32,5538,0.11999634740785714,0.0021311441709146416,0.002458261710329933,0.013585414528943428,0.0013757059815714553,9.228174395303768e-05,1.8925669475556015e-06,0.0011963517305230388,0.0013722057453940558,0.08691394041733802,0.8661365626456421,0.43919865086278054,0.0
32,6461,0.1399957386425,0.000949162894572931,0.0010948535685378642,0.006020658357854174,0.000609672652847813,1.812416352464652e-05,3.7170074350019616e-07,0.000530168413704176,0.0006080988765680672,0.038290776634830534,0.8665973983682478,0.4395878964408661,0.0
32,7384,0.15999512987714284,0.00042569766576476195,0.0004910396425584003,0.0026899212296000283,0.0002723907112022884,3.6178381108697977e-06,7.419669955222807e-08,0.00023686280757971307,0.00027167972188994115,0.017034355705949706,0.8667887248704977,0.4397481653720605,0.0
32,8307,0.1799945211117857,0.00019200517809045997,0.00022147679351148058,0.0012092630444017103,0.00012245415109951179,7.311585505931362e-07,1.4995019025425337e-08,0.00010647979980199106,0.00012213146796955898,0.00763106064425538,0.8668696814940641,0.43981575446175075,0.0
