width,n,alpha,sigma,lambda_min_H,lambda_med_H,lambda_max_H,condition_H,C_LSI,C_PI,h,h_lambda_max,rho_euc_early,rho_H_early,rho_pred_early,rho_euc_mid,rho_H_mid,rho_pred_mid,tau_euc_0p5,tau_euc_0p1,tau_H_0p5,tau_H_0p1,tau_pred_0p5,tau_pred_0p1,final_e_euc,final_e_H,final_e_pred,final_e_U,stable
32,128,0.3,1.0,36.68464518736152,122.59660879307422,280.54717452116245,7.647536812426789,0.027259361372929863,0.027259361372929863,2.166781282193159e-05,0.006078843665246323,12.318038258203648,12.284978239588273,12.284687394266928,-0.0,1.8794009028933837e-31,-0.0,0.019999391234642856,0.03999878246928571,0.019999391234642856,0.03999878246928571,0.019999391234642856,0.03999878246928571,7.185076406402271e-14,4.265683012043911e-14,4.2565928266720823e-14,1.0000000000000237e-300,1
64,256,0.3,1.0,67.36116268715544,239.6259646843652,547.9291643912684,8.134199923715816,0.014845349458177953,0.014845349458177953,2.166781282193159e-05,0.011872426573707387,8.51020353861914,8.494193614552112,8.49410226407489,-7.517603611573535e-31,-0.0,-0.0,0.019999391234642856,0.03999878246928571,0.019999391234642856,0.019999391234642856,0.019999391234642856,0.019999391234642856,4.48705259611676e-14,2.6951428677091324e-14,2.6918527794290556e-14,1.0000000000000237e-300,1
128,512,0.3,1.0,141.5088750520146,471.96230998088424,1135.5734388828878,8.024750662921203,0.007066694577512744,0.007066694577512744,2.166781282193159e-05,0.024605392719271584,4.7390344844905945,4.724451817469475,4.724414445718748,9.397004514466919e-32,-0.0,-0.0,0.019999391234642856,0.019999391234642856,0.019999391234642856,0.019999391234642856,0.019999391234642856,0.019999391234642856,1.81516110851533e-14,1.1513638044942562e-14,1.1507943027266096e-14,1.0000000000000237e-300,1
256,1024,0.3,1.0,271.6688425279792,934.5747829824826,2307.570238441017,8.494055545598167,0.0036809521132222215,0.0036809521132222215,2.166781282193159e-05,0.05,2.8574237947100714,2.859719446422993,2.859714555556667,-0.0,-0.0,-0.0,0.019999391234642856,0.019999391234642856,0.019999391234642856,0.019999391234642856,0.019999391234642856,0.019999391234642856,9.14859693445306e-15,5.2687191688765164e-15,5.267168483634962e-15,1.0000000000000237e-300,1
