rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-4.262087841901014,4.262087841901014,4.262087841901014,0.010704481303261655
2,-3.3965840259079942,3.3965840259079942,7.658671867809009,0.019235199474493037
3,-2.9613389512860517,2.9613389512860517,10.62001081909506,0.026672774346840834
4,-2.427329248104739,2.427329248104739,13.0473400671998,0.03276915281603917
5,-2.3136035356524474,2.3136035356524474,15.360943602852247,0.03857990254932138
6,-2.1986339484050528,2.1986339484050528,17.5595775512573,0.04410189948285263
7,-2.1772463727131424,2.1772463727131424,19.73682392397044,0.049570180277109285
8,-2.0943795444530044,2.0943795444530044,21.831203468423446,0.05483033621644141
9,-2.0615469539322664,2.0615469539322664,23.89275042235571,0.06000803119663709
10,-2.00723448830008,2.00723448830008,25.89998491065579,0.06504931726306565
11,-1.9831058383497184,1.9831058383497184,27.883090749005508,0.07003000282292386
12,-1.9183545007637008,1.9183545007637008,29.80144524976921,0.07484806163545497
13,-1.9005125638274831,1.9005125638274831,31.701957813596692,0.07962130938649878
14,-1.8739390709055117,1.8739390709055117,33.57589688450221,0.08432781626576864
15,-1.8530308902588997,1.8530308902588997,35.42892777476111,0.08898181103427989
16,-1.8280092960466896,1.8280092960466896,37.256937070807794,0.09357296261481428
17,-1.8141924960962095,1.8141924960962095,39.071129566904006,0.09812941249931915
18,-1.7899636476459815,1.7899636476459815,40.86109321454999,0.10262501022289827
19,-1.7782397770794116,1.7782397770794116,42.6393329916294,0.10709116276422473
20,-1.7750602701329548,1.7750602701329548,44.414393261762356,0.11154932978908026
