rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-3.0922912592496745,3.0922912592496745,3.0922912592496745,0.0024554866553544554
2,-1.9129123150321696,1.9129123150321696,5.005203574281844,0.00397446732975717
3,-1.7826220551736989,1.7826220551736989,6.7878256294555435,0.00538998879945264
4,-1.6054154598562316,1.6054154598562316,8.393241089311775,0.006664796347475537
5,-1.5927004861087266,1.5927004861087266,9.985941575420503,0.007929507353567983
6,-1.5791471713743286,1.5791471713743286,11.565088746794832,0.009183456118760066
7,-1.5528391684839375,1.5528391684839375,13.11792791527877,0.010416514565217408
8,-1.5475425224070856,1.5475425224070856,14.665470437685855,0.01164536711945132
9,-1.5315363151679453,1.5315363151679453,16.1970067528538,0.012861509671624147
10,-1.5197273987996525,1.5197273987996525,17.71673415165345,0.014068275152193579
11,-1.5150747946146814,1.5150747946146814,19.23180894626813,0.015271346152996697
12,-1.5049918328618892,1.5049918328618892,20.73680077913002,0.016466410605918413
13,-1.4908063872432646,1.4908063872432646,22.227607166373286,0.01765021086362158
14,-1.4875596896865457,1.4875596896865457,23.71516685605983,0.0188314330257134
15,-1.479987889326833,1.479987889326833,25.195154745386663,0.020006642670489884
16,-1.473636766879356,1.473636766879356,26.66879151226602,0.02117680909808246
17,-1.4670738297464399,1.4670738297464399,28.13586534201246,0.022341764113424784
18,-1.4636809132959048,1.4636809132959048,29.59954625530836,0.023504024925547373
19,-1.4543131208367366,1.4543131208367366,31.0538593761451,0.024658847082173068
20,-1.4507321118318401,1.4507321118318401,32.50459148797694,0.025810825677475772
