metric,threshold,tau
e_euc,0.5,0.6289546408009761
e_H,0.5,0.5721740135064435
e_pred,0.5,0.5503353107008541
e_U,0.5,0.27516765535042703
e_euc,0.1,2.2755928323424204
e_H,0.1,2.1489283560700017
e_pred,0.1,2.096515469336587
e_U,0.1,0.9914771073737608
e_euc,0.01,4.826353320035268
e_H,0.01,4.6603791787127875
e_pred,0.01,4.590495329734901
e_U,0.01,2.1489283560700017
