metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,3.582935440293565
e_H,early,0.0,2.0,3.727297381600792
e_pred,early,0.0,2.0,3.7389296047371046
e_U,early,0.0,2.0,7.45459476336297
e_euc,mid,2.0,10.0,2.8877781483352285
e_H,mid,2.0,10.0,2.890598179510925
e_pred,mid,2.0,10.0,2.8909194106803233
e_U,mid,2.0,10.0,101.93359787725441
e_euc,full,0.0,10.0,2.9535908211399406
e_H,full,0.0,10.0,2.967743902504181
e_pred,full,0.0,10.0,2.969094787901957
e_U,full,0.0,10.0,84.7563511976313
e_euc,long,5.0,10.0,2.8692351553220763
e_H,long,5.0,10.0,2.8694623408577384
e_pred,long,5.0,10.0,2.8694888809052768
e_U,long,5.0,10.0,44.7636090533782
