metric,threshold,tau
e_euc,0.5,0.05678062729453256
e_H,0.5,0.039309665050061005
e_pred,0.5,0.039309665050061005
e_U,0.5,0.021838702805589447
e_euc,0.1,0.2402257308614839
e_H,0.1,0.19654832525030502
e_pred,0.1,0.19218058468918714
e_U,0.1,0.07425158953900411
e_euc,0.01,0.5721740135064435
e_H,0.01,0.5066579050896751
e_pred,0.01,0.5066579050896751
e_U,0.01,0.19654832525030502
