rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-3.5377211905123986,3.5377211905123986,3.5377211905123986,0.09328243022162733
2,-2.4949912781098447,2.4949912781098447,6.032712468622243,0.1590702176900176
3,-2.219072084467979,2.219072084467979,8.251784553090221,0.21758258362526636
4,-2.037079376504803,2.037079376504803,10.288863929595024,0.27129617623520363
5,-1.988244901612618,1.988244901612618,12.277108831207642,0.3237221042013706
6,-1.9113348664082437,1.9113348664082437,14.188443697615885,0.3741200727535691
7,-1.9039970666452946,1.9039970666452946,16.09244076426118,0.4243245586208679
8,-1.8458906170771845,1.8458906170771845,17.938331381338365,0.4729968969459012
9,-1.798489227182123,1.798489227182123,19.73682060852049,0.5204193581304881
10,-1.7742343388671569,1.7742343388671569,21.511054947387645,0.5672022678058034
11,-1.7617439649307385,1.7617439649307385,23.272798912318382,0.6136558320148082
12,-1.7065138450872268,1.7065138450872268,24.97931275740561,0.658653091579385
13,-1.6741629097455628,1.6741629097455628,26.65347566715117,0.7027973235292628
14,-1.656175859760979,1.656175859760979,28.30965152691215,0.7464672739728478
15,-1.6425920231592677,1.6425920231592677,29.952243550071415,0.7897790465890395
16,-1.631337054956904,1.631337054956904,31.58358060502832,0.8327940488467306
17,-1.6082062892986346,1.6082062892986346,33.19178689432695,0.8751991403971344
18,-1.595151819701157,1.595151819701157,34.78693871402811,0.917260012439067
19,-1.5795094232091584,1.5795094232091584,36.36644813723727,0.9589084266640361
20,-1.5583913218893504,1.5583913218893504,37.92483945912662,0.9999999999999998
