width,n_seeds,checkpoint,p_mean,train_loss_mean,train_acc_mean,curv_loss_mean,curv_acc_mean,gamma_emp_mean,sqrt_m_gamma_emp_mean,T_neg_top20_mean,T_neg_SLQ_mean,r_eff_neg_mean,r_eff_top20_mean,r_eff_over_p_mean,r_eff_over_sqrt_m_mean,r_eff_top20_over_p_mean,E_iso_mean,E_aniso_mean,E_aniso_top20_over_E_iso_mean,E_aniso_over_E_iso_mean,p_std,train_loss_std,train_acc_std,curv_loss_std,curv_acc_std,gamma_emp_std,sqrt_m_gamma_emp_std,T_neg_top20_std,T_neg_SLQ_std,r_eff_neg_std,r_eff_top20_std,r_eff_over_p_std,r_eff_over_sqrt_m_std,r_eff_top20_over_p_std,E_iso_std,E_aniso_std,E_aniso_top20_over_E_iso_std,E_aniso_over_E_iso_std,T_SLQ_over_T_top20_mean,T_SLQ_over_T_top20_std
1,3,matched,76490.0,0.4850655992825826,90.10416666666667,0.4997925857702891,89.84375,4.142963471937002,33.14370777549602,47.30338760290662,419.05704195492524,99.09227540907031,11.883961856249668,0.001295493207073739,12.386534426133789,0.00015536621592691422,316895.2759684613,419.05704195492524,0.00015536621592691422,0.0012954932070737392,0.0,0.019383424317074533,0.11276372445109878,0.026362694785291265,1.3531646934131853,2.4745660602387822,19.796528481910258,23.67194942764381,278.70568321662086,8.054170452495761,1.2917835186967965,0.00010529703820755343,1.0067713065619701,1.688826668449205e-05,189279.55794766446,278.70568321662086,1.688826668449205e-05,0.00010529703820755354,8.418575947813757,1.3299849948687956
2,3,matched,300426.0,0.46001388629277545,90.36458333333333,0.4781414369742076,89.58333333333333,3.9085847128126963,44.220588084350915,49.14158671296014,1486.377222198693,374.9455240328133,12.699834752941978,0.0012480461878559555,33.140815327393234,4.2272755197426246e-05,1174240.4709314671,1486.377222198693,4.2272755197426246e-05,0.0012480461878559552,0.0,0.021752137921868815,0.11276372445109878,0.02465223317016775,2.386758174456167,1.5097285916183691,17.080629198153037,16.82511790866758,983.138026202706,175.70780693652134,0.5786261541891369,0.0005848621854850156,15.530522724028863,1.9260189004584708e-06,453561.72186554014,983.138026202706,1.9260189004584746e-06,0.0005848621854850156,29.825137322174218,14.439922596642354
4,3,matched,1190666.0,0.46081600586573285,90.29947916666667,0.47544407844543457,90.88541666666667,3.5038784654173227,56.062055446677164,48.944197384642536,3133.3625474953287,1008.8156514597118,14.417958344725538,0.0008472700584880327,63.05097821623199,1.2109154326003713e-05,4171948.9569045817,3133.3625474953287,1.2109154326003713e-05,0.0008472700584880326,0.0,0.014208910272365555,0.4510548978043951,0.015615534690405157,2.2552744890219754,0.9676711191747933,15.482737906796693,4.858634771937373,1416.8525159552992,633.3926165067666,2.544250382528224,0.0005319649813690544,39.58703853167291,2.1368296252082653e-06,1152173.1007833746,1416.8525159552992,2.1368296252082653e-06,0.0005319649813690544,66.12483549180169,33.56661718374991
