width,n_seeds,checkpoint,gamma_emp_mean,sqrt_m_gamma_emp_mean,T_neg_top20_mean,T_neg_SLQ_mean,r_eff_top20_mean,r_eff_top20_over_p_mean,E_aniso_top20_over_E_iso_mean,E_aniso_over_E_iso_mean,gamma_emp_std,sqrt_m_gamma_emp_std,T_neg_top20_std,T_neg_SLQ_std,r_eff_top20_std,r_eff_top20_over_p_std,E_aniso_top20_over_E_iso_std,E_aniso_over_E_iso_std,T_SLQ_over_T_top20_mean,T_SLQ_over_T_top20_std
1,3,final,5.363812594340085,42.91050075472068,57.434764639753844,452.5154530707787,10.798084602522161,0.00014116988629261551,0.00014116988629261551,0.0014837679489877141,3.873863077678647,30.990904621429177,41.18836068492369,83.08736466333606,0.4279953967573245,5.595442499115238e-06,5.595442499115252e-06,0.0009029074256254596,10.386602279546207,5.93360603132545
2,3,final,5.739994401571699,64.94062344518667,75.4295298538562,1770.4968129887832,13.500869459004809,4.493908469641379e-05,4.4939084696413794e-05,0.0008277440290107154,6.847101902013364,77.46611498222332,89.2142296588744,2429.461646967131,0.819618789676874,2.7281886044379424e-06,2.7281886044379467e-06,0.00025286792582853595,18.555464393075958,6.2356799741693045
4,3,final,6.773198460049856,108.3711753607977,81.16375204408075,4497.252317587891,11.636761650144939,9.773321527737367e-06,9.773321527737367e-06,0.0004997123825642639,3.2780789493881843,52.44926319021095,44.39416529397287,3813.613198612234,1.1136856650877642,9.353468269756286e-07,9.353468269756295e-07,0.00024273897984128961,50.05445488711251,19.729068608771176
