metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,2.2016154233058947
e_H,early,0.0,2.0,2.3460591709609226
e_pred,early,0.0,2.0,2.366373153181558
e_U,early,0.0,2.0,4.692118341918819
e_euc,mid,2.0,10.0,1.7299393808262356
e_H,mid,2.0,10.0,1.7360805607634646
e_pred,mid,2.0,10.0,1.7373484330579871
e_U,mid,2.0,10.0,6.601693110688447
e_euc,full,0.0,10.0,1.780235863928308
e_H,full,0.0,10.0,1.7972273852881266
e_pred,full,0.0,10.0,1.8001823809932533
e_U,full,0.0,10.0,5.620555641895829
e_euc,long,5.0,10.0,1.7026797033651944
e_H,long,5.0,10.0,1.7060276687141422
e_pred,long,5.0,10.0,1.706743129954276
e_U,long,5.0,10.0,11.138508780451778
