metric,threshold,tau
e_euc,0.5,0.6166723872300862
e_H,0.5,0.5428454112940899
e_pred,0.5,0.5211315948423264
e_U,0.5,0.25622303413081043
e_euc,0.1,2.353777703371174
e_H,0.1,2.149667828724596
e_pred,0.1,2.0671553262078946
e_U,0.1,0.9597506871679511
e_euc,0.01,5.202630421842558
e_H,0.01,4.911665281388926
e_pred,0.01,4.785725145968697
e_U,0.01,2.149667828724596
