metric,threshold,tau
e_euc,0.5,0.1954243480658724
e_H,0.5,0.1519967151623452
e_pred,0.5,0.1519967151623452
e_U,0.5,0.07382697593599623
e_euc,0.1,0.8468388416187803
e_H,0.1,0.7035276530371406
e_pred,0.1,0.6861565998757297
e_U,0.1,0.28227961387292677
e_euc,0.01,1.9976711135622511
e_H,0.01,1.7892184756253204
e_pred,0.01,1.7631618958832043
e_U,0.01,0.7035276530371406
