metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,0.9885351903343339
e_H,early,0.0,2.0,1.0686649618382238
e_pred,early,0.0,2.0,1.1026606333880944
e_U,early,0.0,2.0,2.1373299236764636
e_euc,mid,2.0,10.0,0.7798742142910913
e_H,mid,2.0,10.0,0.7872601514349754
e_pred,mid,2.0,10.0,0.7917394454434332
e_U,mid,2.0,10.0,1.574520303655419
e_euc,full,0.0,10.0,0.8053952269320042
e_H,full,0.0,10.0,0.8212032765009373
e_pred,full,0.0,10.0,0.8295736709866445
e_U,full,0.0,10.0,1.6424065535231456
e_euc,long,5.0,10.0,0.7654394073195213
e_H,long,5.0,10.0,0.7689611238212031
e_pred,long,5.0,10.0,0.7712249367003149
e_U,long,5.0,10.0,1.5379222494299414
