metric,threshold,tau
e_euc,0.5,0.05645592277458535
e_H,0.5,0.0434276329035272
e_pred,0.5,0.0434276329035272
e_U,0.5,0.0217138164517636
e_euc,0.1,0.23016645438869415
e_H,0.1,0.19108158477551968
e_pred,0.1,0.19108158477551968
e_U,0.1,0.07816973922634896
e_euc,0.01,0.5428454112940899
e_H,0.01,0.4820467252291519
e_pred,0.01,0.4820467252291519
e_U,0.01,0.19108158477551968
