metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,1.3346344612326486
e_H,early,0.0,2.0,1.4828410247040311
e_pred,early,0.0,2.0,1.5219945904306489
e_U,early,0.0,2.0,2.9656820494080445
e_euc,mid,2.0,10.0,0.97131537331575
e_H,mid,2.0,10.0,0.9814611858864972
e_pred,mid,2.0,10.0,0.9858379578120405
e_U,mid,2.0,10.0,1.962922347555945
e_euc,full,0.0,10.0,1.0141288804550281
e_H,full,0.0,10.0,1.0364093581700853
e_pred,full,0.0,10.0,1.0443660735744644
e_U,full,0.0,10.0,2.072818700396033
e_euc,long,5.0,10.0,0.9452178922634765
e_H,long,5.0,10.0,0.9496608276390475
e_pred,long,5.0,10.0,0.951713612736758
e_U,long,5.0,10.0,1.899321598670216
