rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-2.1601487591716673,2.1601487591716673,2.1601487591716673,0.0052529246720420895
2,-1.5526979123822398,1.5526979123822398,3.712846671553907,0.009028685548486775
3,-1.4019790378182204,1.4019790378182204,5.114825709372127,0.012437936992940607
4,-1.2841900178387833,1.2841900178387833,6.3990157272109105,0.015560755919023388
5,-1.2603605449496151,1.2603605449496151,7.659376272160525,0.018625627712747898
6,-1.242893774418387,1.242893774418387,8.902270046578913,0.02164802482528445
7,-1.2330002377545966,1.2330002377545966,10.13527028433351,0.024646363408233944
8,-1.1992630433308864,1.1992630433308864,11.334533327664396,0.027562661835290773
9,-1.1818008593155822,1.1818008593155822,12.516334186979979,0.030436496734383492
10,-1.1649358240638448,1.1649358240638448,13.681270011043823,0.03326932021729824
11,-1.135207174607289,1.135207174607289,14.816477185651113,0.036029851291862036
12,-1.1310797117923452,1.1310797117923452,15.947556897443459,0.03878034544134765
13,-1.1065697922479463,1.1065697922479463,17.054126689691405,0.04147123778769914
14,-1.091249885942908,1.091249885942908,18.145376575634312,0.044124876072976646
15,-1.07303898262943,1.07303898262943,19.218415558263743,0.04673423013805432
16,-1.0550105012529094,1.0550105012529094,20.27342605951665,0.04929974358603555
17,-1.03417826465009,1.03417826465009,21.307604324166743,0.05181459840730873
18,-1.0258160563898087,1.0258160563898087,22.33342038055655,0.054309118494736984
19,-1.0059985353125296,1.0059985353125296,23.33941891586908,0.05675544748191644
20,-0.990717229348712,0.990717229348712,24.33013614521779,0.059164616274096575
