metric,threshold,tau
e_euc,0.5,0.01999490904625708
e_H,0.5,0.01999490904625708
e_pred,0.5,0.01999490904625708
e_U,0.5,0.01999490904625708
e_euc,0.1,0.05998472713877124
e_H,0.1,0.03998981809251416
e_pred,0.1,0.03998981809251416
e_U,0.1,0.01999490904625708
e_euc,0.01,0.11996945427754248
e_H,0.01,0.0999745452312854
e_pred,0.01,0.0999745452312854
e_U,0.01,0.03998981809251416
