rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-0.6804990013635264,0.6804990013635264,0.6804990013635264,0.007898722289507165
2,-0.22622200182781455,0.22622200182781455,0.9067210031913409,0.010524537705303396
3,-0.2207930311775707,0.2207930311775707,1.1275140343689116,0.013087337699477794
4,-0.21939014474049895,0.21939014474049895,1.3469041791094105,0.015633854039527873
5,-0.21767652082666536,0.21767652082666536,1.5645806999360758,0.01816047991775963
6,-0.2167827651835904,0.2167827651835904,1.7813634651196661,0.020676731750467168
7,-0.21448549958261162,0.21448549958261162,1.9958489647022777,0.02316631864616376
8,-0.21434925943828675,0.21434925943828675,2.2101982241405644,0.0256543241683939
9,-0.21270808150074338,0.21270808150074338,2.422906305641308,0.028123280127391258
10,-0.21105332823815418,0.21105332823815418,2.633959633879462,0.030573028950959088
11,-0.21081664465359226,0.21081664465359226,2.8447762785330544,0.03302003052890099
12,-0.21076615712069255,0.21076615712069255,3.055542435653747,0.03546644608540766
13,-0.2094414052400171,0.2094414052400171,3.264983840893764,0.037897484915149125
14,-0.20840557264269297,0.20840557264269297,3.4733894135364567,0.040316500576585736
15,-0.2078151542801049,0.2078151542801049,3.6812045678165615,0.04272866310426114
16,-0.20704158910453874,0.20704158910453874,3.8882461569211,0.04513184666726153
17,-0.20650597467521567,0.20650597467521567,4.094752131596316,0.04752881321947571
18,-0.20640600517326457,0.20640600517326457,4.301158136769581,0.04992461940065078
19,-0.20607610024831394,0.20607610024831394,4.507234237017895,0.05231659629276164
20,-0.20575137571710536,0.20575137571710536,4.712985612735,0.054704804025935506
