rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-0.44858014939175445,0.44858014939175445,0.44858014939175445,0.0023413890991182493
2,-0.36203906273185077,0.36203906273185077,0.8106192121236052,0.004231072171551871
3,-0.24992475482230125,0.24992475482230125,1.0605439669459065,0.005535568363222838
4,-0.24308849444645672,0.24308849444645672,1.303632461392363,0.006804382312724953
5,-0.23578416999199658,0.23578416999199658,1.5394166313843596,0.008035070933504241
6,-0.22287068256238474,0.22287068256238474,1.7622873139467443,0.009198356886688247
7,-0.20705909010635393,0.20705909010635393,1.9693464040530984,0.010279113351515606
8,-0.20445990149173182,0.20445990149173182,2.1738063055448302,0.011346303206458241
9,-0.20079706026344477,0.20079706026344477,2.374603365808275,0.012394374657398064
10,-0.19228347570858473,0.19228347570858473,2.5668868415168595,0.013398008979102012
11,-0.18863783052535782,0.18863783052535782,2.7555246720422173,0.014382614652519062
12,-0.1821952240498358,0.1821952240498358,2.937719896092053,0.015333592782247094
13,-0.17982322866792255,0.17982322866792255,3.1175431247599756,0.01627219014983507
14,-0.17564048083671954,0.17564048083671954,3.293183605596695,0.01718895543192034
15,-0.17311188971028582,0.17311188971028582,3.466295495306981,0.018092522591646454
16,-0.17299274802457607,0.17299274802457607,3.6392882433315568,0.018995467884701585
17,-0.17066661065804548,0.17066661065804548,3.8099548539896024,0.019886271774084637
18,-0.1690088893305371,0.1690088893305371,3.9789637433201395,0.02076842309457701
19,-0.16742261832007238,0.16742261832007238,4.146386361640212,0.02164229478509203
20,-0.16662188444055992,0.16662188444055992,4.313008246080772,0.022511987000480193
