metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,1.5702136942803364
e_H,early,0.0,2.0,1.711602384495304
e_pred,early,0.0,2.0,1.74332687919323
e_U,early,0.0,2.0,3.423204768990572
e_euc,mid,2.0,10.0,0.9774697987268585
e_H,mid,2.0,10.0,0.9942239578280432
e_pred,mid,2.0,10.0,1.0011530465098426
e_U,mid,2.0,10.0,1.9884478524810538
e_euc,full,0.0,10.0,1.0529184885292358
e_H,full,0.0,10.0,1.0852298745394686
e_pred,full,0.0,10.0,1.0961922142497031
e_U,full,0.0,10.0,2.1704597077152243
e_euc,long,5.0,10.0,0.9364798048895282
e_H,long,5.0,10.0,0.9425366797144785
e_pred,long,5.0,10.0,0.9453659249295171
e_U,long,5.0,10.0,1.8850732089825144
