metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,1.2139337767360463
e_H,early,0.0,2.0,1.4013562438565286
e_pred,early,0.0,2.0,1.4643512562459853
e_U,early,0.0,2.0,2.8027124877130434
e_euc,mid,2.0,10.0,0.7034578112299272
e_H,mid,2.0,10.0,0.7127015327820144
e_pred,mid,2.0,10.0,0.7191357237613722
e_U,mid,2.0,10.0,1.4254030653797478
e_euc,full,0.0,10.0,0.7537916225582885
e_H,full,0.0,10.0,0.7852972611868622
e_pred,full,0.0,10.0,0.8012238155114877
e_U,full,0.0,10.0,1.5705945222502689
e_euc,long,5.0,10.0,0.6895927907696356
e_H,long,5.0,10.0,0.6924211885701573
e_pred,long,5.0,10.0,0.6945913597212691
e_U,long,5.0,10.0,1.384842376734409
