metric,threshold,tau
e_euc,0.5,0.20492207559702405
e_H,0.5,0.15260154565735834
e_pred,0.5,0.14824150149571952
e_U,0.5,0.06976070658622095
e_euc,0.1,0.91560927394415
e_H,0.1,0.7368474633169588
e_pred,0.1,0.7150472425087647
e_U,0.1,0.28340287050652263
e_euc,0.01,2.171301992496127
e_H,0.01,1.927139519444354
e_pred,0.01,1.896619210312882
e_U,0.01,0.7368474633169588
