rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-2.422892751037743,2.422892751037743,2.422892751037743,0.07686678966289262
2,-2.18073851866608,2.18073851866608,4.603631269703824,0.1460511846189954
3,-1.7794966971381019,1.7794966971381019,6.383127966841926,0.20250609714706372
4,-1.755923192914331,1.755923192914331,8.139051159756256,0.25821313522216266
5,-1.731424626166517,1.731424626166517,9.870475785922773,0.3131429510382738
6,-1.7058558913839508,1.7058558913839508,11.576331677306724,0.3672615932860807
7,-1.6653476063438146,1.6653476063438146,13.241679283650539,0.42009510154500146
8,-1.575822694452437,1.575822694452437,14.817501978102976,0.470088412866193
9,-1.528798405059468,1.528798405059468,16.346300383162443,0.5185898685696448
10,-1.4962077970620764,1.4962077970620764,17.84250818022452,0.566057380278321
11,-1.4915171818796267,1.4915171818796267,19.334025362104146,0.6133760812191806
12,-1.4673279680666307,1.4673279680666307,20.801353330170777,0.6599273741889371
13,-1.4409426820976825,1.4409426820976825,22.242296012268458,0.7056415883297187
14,-1.421065105807647,1.421065105807647,23.663361118076104,0.7507251821200783
15,-1.3650421980610177,1.3650421980610177,25.028403316137123,0.7940314372047858
16,-1.3301134477127574,1.3301134477127574,26.35851676384988,0.8362295702295888
17,-1.3256043603288614,1.3256043603288614,27.68412112417874,0.8782846514947291
18,-1.2973849333590108,1.2973849333590108,28.981506057537754,0.9194444654161665
19,-1.2750053445333291,1.2750053445333291,30.256511402071084,0.9598942821054652
20,-1.2641591197966022,1.2641591197966022,31.520670521867686,1.0
