rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-4.921160016834796,4.921160016834796,4.921160016834796,0.07623408780515159
2,-3.913410339084102,3.913410339084102,8.834570355918899,0.13685704385347158
3,-3.452393880315928,3.452393880315928,12.286964236234827,0.19033835665566162
4,-3.381533945216771,3.381533945216771,15.668498181451598,0.24272197247264146
5,-3.349976382648362,3.349976382648362,19.01847456409996,0.2946167275357489
6,-3.2607124560894785,3.2607124560894785,22.27918702018944,0.34512868789357476
7,-3.2043837853591475,3.2043837853591475,25.483570805548588,0.3947680562577012
8,-3.174923271275182,3.174923271275182,28.65849407682377,0.44395104941562047
9,-3.108179307120336,3.108179307120336,31.76667338394411,0.4921001064270949
10,-3.077286662511227,3.077286662511227,34.84396004645534,0.5397706029825777
11,-3.057220421096114,3.057220421096114,37.90118046755145,0.5871302517695006
12,-3.043320591373064,3.043320591373064,40.944501058924516,0.6342745771700758
13,-3.01331530859699,3.01331530859699,43.9578163675215,0.6809540883085778
14,-2.9993507461935773,2.9993507461935773,46.95716711371508,0.7274172732815455
15,-2.9781164682118813,2.9781164682118813,49.93528358192696,0.7735515163370389
16,-2.9452492016936382,2.9452492016936382,52.880532783620595,0.8191766099088545
17,-2.9374407478561144,2.9374407478561144,55.81797353147671,0.8646807420907873
18,-2.9240743492315593,2.9240743492315593,58.74204788070827,0.9099778143106589
19,-2.909933910653224,2.909933910653224,61.65198179136149,0.9550558358529471
20,-2.901292977438775,2.901292977438775,64.55327476880026,1.0
