rank,lambda,eta,cum_eta,cum_eta_over_Tneg
1,-3.114704723611237,3.114704723611237,3.114704723611237,0.07151691125866409
2,-2.77175715839794,2.77175715839794,5.886461882009177,0.13515938408282457
3,-2.5989900421680847,2.5989900421680847,8.485451924177262,0.19483494138328805
4,-2.4414314247821287,2.4414314247821287,10.926883348959391,0.25089278636187057
5,-2.3780772006906536,2.3780772006906536,13.304960549650044,0.3054959514191543
6,-2.2825514976340573,2.2825514976340573,15.5875120472841,0.35790574540770337
7,-2.2617798416448642,2.2617798416448642,17.849291888928963,0.40983860022869234
8,-2.1864906676193505,2.1864906676193505,20.035782556548313,0.4600427360681665
9,-2.129467180001547,2.129467180001547,22.16524973654986,0.5089375523844424
10,-2.0656305713398067,2.0656305713398067,24.230880307889667,0.5563666127200285
11,-2.0217166243270985,2.0217166243270985,26.252596932216765,0.60278736243544
12,-1.9819117748909465,1.9819117748909465,28.23450870710771,0.648294150752453
13,-1.959963860053776,1.959963860053776,30.194472567161487,0.693296991755994
14,-1.949058991609593,1.949058991609593,32.14353155877108,0.7380494454586465
15,-1.9410689245284782,1.9410689245284782,34.08460048329956,0.7826184387793054
16,-1.9361344084335124,1.9361344084335124,36.02073489173307,0.8270741303969189
17,-1.9006477052423638,1.9006477052423638,37.921382596975434,0.8707150098162059
18,-1.89030246113014,1.89030246113014,39.811685058105574,0.9141183515005306
19,-1.8793870868407998,1.8793870868407998,41.691072144946375,0.957271064658662
20,-1.8609307141521871,1.8609307141521871,43.552002859098565,1.0
