metric,threshold,tau
e_euc,0.5,0.05269091932689159
e_H,0.5,0.03951818949516869
e_pred,0.5,0.03951818949516869
e_U,0.5,0.01756363977563053
e_euc,0.1,0.24589095685882745
e_H,0.1,0.19320003753193585
e_pred,0.1,0.19320003753193585
e_U,0.1,0.07464546904642975
e_euc,0.01,0.6015546623153457
e_H,0.01,0.5225182833250083
e_pred,0.01,0.5181273733811007
e_U,0.01,0.19320003753193585
