metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,6.048047623040091
e_H,early,0.0,2.0,6.153731909720821
e_pred,early,0.0,2.0,6.158412229368102
e_U,early,0.0,2.0,12.307475865877944
e_euc,mid,2.0,10.0,2.280445834033568
e_H,mid,2.0,10.0,2.2624861166247157
e_pred,mid,2.0,10.0,2.261562416611429
e_U,mid,2.0,10.0,49.98100583245888
e_euc,full,0.0,10.0,3.2473344834325824
e_H,full,0.0,10.0,3.239269432356031
e_pred,full,0.0,10.0,3.238828712144243
e_U,full,0.0,10.0,82.68392986176059
e_euc,long,5.0,10.0,0.1757790962375915
e_H,long,5.0,10.0,0.16457728371704197
e_pred,long,5.0,10.0,0.16400508949775558
e_U,long,5.0,10.0,1.2843030138864777
