metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,2.131497106777479
e_H,early,0.0,2.0,2.2472977738901063
e_pred,early,0.0,2.0,2.2642116742239655
e_U,early,0.0,2.0,4.494595547778935
e_euc,mid,2.0,10.0,1.822363712989842
e_H,mid,2.0,10.0,1.8275634217607095
e_pred,mid,2.0,10.0,1.8285847781157618
e_U,mid,2.0,10.0,13.051210806173263
e_euc,full,0.0,10.0,1.8559539693449458
e_H,full,0.0,10.0,1.868317429554832
e_pred,full,0.0,10.0,1.8704344626547535
e_U,full,0.0,10.0,9.864867074840713
e_euc,long,5.0,10.0,1.795236053920961
e_H,long,5.0,10.0,1.799599353520706
e_pred,long,5.0,10.0,1.800475271238242
e_U,long,5.0,10.0,26.23800320783359
