metric,threshold,tau
e_euc,0.5,0.21954549719538163
e_H,0.5,0.17124548781239768
e_pred,0.5,0.16685457786849003
e_U,0.5,0.07903637899033739
e_euc,0.1,0.9220910882206029
e_H,0.1,0.7815819700155586
e_pred,0.1,0.764018330239928
e_U,0.1,0.31614551596134954
e_euc,0.01,2.090073133300033
e_H,0.01,1.9100458255998203
e_pred,0.01,1.8880912758802821
e_U,0.01,0.7815819700155586
