metric,threshold,tau
e_euc,0.5,0.3512727955126106
e_H,0.5,0.298581876185719
e_pred,0.5,0.2898000562979038
e_U,0.5,0.14050911820504425
e_euc,0.1,1.3787457223869968
e_H,0.1,1.2294547842941372
e_pred,0.1,1.1987184146867838
e_U,0.1,0.5356910131567312
e_euc,0.01,3.1395006098939575
e_H,0.01,2.906782382866853
e_pred,0.01,2.8540914635399615
e_U,0.01,1.2294547842941372
