metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,1.2627389418256085
e_H,early,0.0,2.0,1.347701222124489
e_pred,early,0.0,2.0,1.373492650710367
e_U,early,0.0,2.0,2.6954024442489573
e_euc,mid,2.0,10.0,0.8526426103265438
e_H,mid,2.0,10.0,0.8836592756473934
e_pred,mid,2.0,10.0,0.9004458138691698
e_U,mid,2.0,10.0,1.7673185467268249
e_euc,full,0.0,10.0,0.9209397056044782
e_H,full,0.0,10.0,0.9566120937167115
e_pred,full,0.0,10.0,0.9736072430103099
e_U,full,0.0,10.0,1.9132241843824842
e_euc,long,5.0,10.0,0.7698037037322008
e_H,long,5.0,10.0,0.7951271569715985
e_pred,long,5.0,10.0,0.81096882281376
e_U,long,5.0,10.0,1.59025430378117
