metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,3.647950056709155
e_H,early,0.0,2.0,3.790435991710891
e_pred,early,0.0,2.0,3.8013652957517956
e_U,early,0.0,2.0,7.580871982207981
e_euc,mid,2.0,10.0,2.8910003745928923
e_H,mid,2.0,10.0,2.898493545541215
e_pred,mid,2.0,10.0,2.8993422590561733
e_U,mid,2.0,10.0,28.562496000271302
e_euc,full,0.0,10.0,2.982647734414458
e_H,full,0.0,10.0,3.0001615491645057
e_pred,full,0.0,10.0,3.0018592476169097
e_U,full,0.0,10.0,26.750408838490703
e_euc,long,5.0,10.0,2.82786030896002
e_H,long,5.0,10.0,2.830717570227994
e_pred,long,5.0,10.0,2.8310545394822184
e_U,long,5.0,10.0,-10.14139662373628
