metric,threshold,tau
e_euc,0.5,0.09590774786337164
e_H,0.5,0.07411053243987809
e_pred,0.5,0.07411053243987809
e_U,0.5,0.03487554467758969
e_euc,0.1,0.4315848653851724
e_H,0.1,0.34439600369119816
e_pred,0.1,0.34003656060649945
e_U,0.1,0.13514273562566004
e_euc,0.01,1.0593446695817867
e_H,0.01,0.9242019339561267
e_pred,0.01,0.919842490871428
e_U,0.01,0.34439600369119816
