metric,window,t0,t1,rho_hat
e_euc,early,0.0,2.0,6.269456045736483
e_H,early,0.0,2.0,6.373923909635081
e_pred,early,0.0,2.0,6.378413766905735
e_U,early,0.0,2.0,12.747859869344312
e_euc,mid,2.0,10.0,2.1855191115550396
e_H,mid,2.0,10.0,2.166973446363311
e_pred,mid,2.0,10.0,2.1660377304219787
e_U,mid,2.0,10.0,60.6914789166874
e_euc,full,0.0,10.0,3.2046683459828524
e_H,full,0.0,10.0,3.196919184591079
e_pred,full,0.0,10.0,3.1965044481131475
e_U,full,0.0,10.0,84.80481431277084
e_euc,long,5.0,10.0,0.11491871544787945
e_H,long,5.0,10.0,0.10508999576927713
e_pred,long,5.0,10.0,0.10459731586833813
e_U,long,5.0,10.0,21.90124488244231
