row_kind,group,chain_run,criterion,tau_escape,tau_mean,tau_std,n_chains,rhat_aligned
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,d_sqrt,200000,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,ou,200000,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,f_margin,153623,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain0,nll_rise,185719,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,d_sqrt,200000,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,ou,200000,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,f_margin,156556,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain1,nll_rise,156373,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,d_sqrt,200000,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,ou,200000,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,f_margin,126958,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain2,nll_rise,148319,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,d_sqrt,200000,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,ou,200000,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,f_margin,187145,,,,
chain,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000_chain3,nll_rise,199945,,,,
summary,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,,d_sqrt,,200000.0,0.0,4,
summary,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,,ou,,200000.0,0.0,4,
summary,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,,f_margin,,156070.5,24626.46390234159,4,
summary,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,,nll_rise,,172589.0,24308.70346192902,4,
rhat,w1_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2000,,rhat_aligned_f_margin_f_nll,,,,4,5.493342021951283
