group_label,n_chains,probe,rhat,ess_mean,ess_min,n_samples,ess_rate_1e6,sample_half1_mean,sample_half2_mean,sample_delta_2nd_minus_1st
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,4,f_nll,1.0009606960497435,8.813032321606771,8.628715122944682,5000.0,44.06516160803386,709.9226216918945,806.5663229614257,96.64370126953122
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,4,f_margin,1.0000831191908797,9.825673953844875,9.504297305594747,5000.0,49.12836976922438,0.07097400546269492,-0.25974211043268447,-0.3307161158953794
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,4,f_dist,0.9999003277972306,3.53228259398711,3.531951873225106,5000.0,17.66141296993555,5196.537030963788,29984.827288867185,24788.290257903398
