init_tag,table,key,n,mean,std,early_mean,mid_mean,late_mean,delta_2nd_minus_1st
initI2_step1600,primary,f_nll,800000.0,856.7513185813332,68.82177292946196,865.0298385322455,863.4839042836969,842.1817160355063,-19.676642284126274
initI2_step1600,primary,f_margin,800000.0,-0.3172826656989241,0.18139234276690921,-0.2700280848667731,-0.340976393161398,-0.3401505527930225,-0.04492208816076626
initI2_step1600,primary,ce_mean_train,800000.0,1.6725880045387524,0.13441313613318534,1.6890745907701818,1.68564057923638,1.6439176424605502,-0.03882040763026562
initI2_step1600,primary,margin_probe,800000.0,-0.3172826656989241,0.18139234276690921,-0.2700280848667731,-0.340976393161398,-0.3401505527930225,-0.04492208816076626
initI2_step1600,primary,pmax_mean,800000.0,0.36069643319312483,0.04136693978706321,0.32983553799456267,0.3573557924596649,0.3938920415977345,0.04852253351382907
initI2_step1600,primary,U_train,800000.0,32299.67318393505,23866.186788317445,6131.635349378528,29007.518426232542,60893.38952348058,41575.99459322365
initI2_step1600,primary,grad_norm,800000.0,795.3465739063645,938.1620148555477,1189.8892579173464,550.7825441399776,649.7790565513162,-329.43926120155334
initI2_step1600,primary,nll_probe_mean,800000.0,1.6733424191041664,0.13441752525285539,1.689511403383292,1.6864920005540955,1.6448861641318482,-0.03843094196118413
initI2_step1600,secondary,dist_to_ref,800000.0,408.43647643737404,204.3937795375931,161.88376502764672,426.9269911390476,629.7909614775442,350.371947755732
initI2_step1600,secondary,dist_to_ref_sq_over_d,800000.0,0.17519364807361468,0.1336974103482125,0.028609367610166903,0.15671862061521363,0.33539827046835036,0.2329325972389879
initI2_step1600,secondary,dist_to_ref_over_sqrt_d,800000.0,0.3743083752967064,0.1873150611003286,0.14835709484851362,0.39125386110824234,0.5771669406793438,0.32109559767514895
initI2_step1600,secondary,dist_to_ref_over_ou_radius,800000.0,0.20501714061311552,0.10259668432510843,0.08125852741446439,0.2142985654399775,0.31612735285632276,0.17587130196228234
initI2_step1600,secondary,theta_norm,800000.0,410.91609150689123,201.9159995493922,167.33920667789923,428.1637993475018,630.5885279956144,347.17321217588426
initI2_step1600,secondary,v_norm,800000.0,1081.0088432371522,4.801712334743048,1086.9124074179908,1080.2094129990087,1076.0548308810066,-8.06838104217536
initI2_step1600,secondary,kinetic_energy,800000.0,584301.5877847256,5196.669099669763,590692.441099357,583427.2686541554,578947.3046060774,-8726.271244662465
initI2_step1600,secondary,theta_v_cosine,800000.0,0.6328857617013426,0.14318367172803628,0.7720187337687023,0.6381858971506003,0.4927006867587435,-0.21552321311733347
initI2_step1600,secondary,delta_U,799996.0,0.3875429283152275,0.1328494161346085,0.22386172207919033,0.4370647757506269,0.49834538717830884,0.201116582975493
initI2_step1600,secondary,noise_step_norm,800000.0,5.974728581461906,0.0038661116067949097,5.974726374862772,5.9747274739651965,5.974731798084343,1.633789300914401e-05
initI2_step1600,secondary,U_prior,800000.0,31443.308125611205,23874.999967325344,5266.8291589041955,28144.47044966351,60051.70369054078,41595.870641930334
initI2_step1600,secondary,U_data,800000.0,856.3650583238413,68.8195257001909,864.8061904743331,863.0479765690266,841.6858329398017,-19.876048706695997
initI2_step1600,secondary,ce_mean_train,800000.0,1.6725880045387524,0.13441313613318534,1.6890745907701818,1.68564057923638,1.6439176424605502,-0.03882040763026562
initI2_step1600,secondary,U_data_minus_ce,800000.0,0.0,0.0,0.0,0.0,0.0,0.0
initI2_step1600,ratio_late,U_prior_over_U_data,200000.0,76.89428439873105,,,,,
initI2_step1600,ratio_late,U_prior_over_U_train,200000.0,0.9869940467629356,,,,,
