row_kind,group,chain_run,criterion,tau_geom,tau_pred,delta_tau,frac_finite_pred,frac_finite_geom,tau_geom_mean,tau_geom_std,tau_pred_mean,tau_pred_std,delta_tau_mean,delta_tau_std,n_chains,n_finite_pred,rhat_aligned,window_kind,window_len_saves,n_chains_used,step_first_mean,step_last_mean,window_rhat,drift_z_mean,drift_z_max,ess_bulk,ess_tail,t_analysis_phys,grad_evals_span,ess_per_t_analysis,ess_per_1e6_grad,window_suffix_frac,suffix_start_idx,suffix_n_draws,stab_ok
summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p05_nll_ge_1p7,,,,1.0,1.0,10266.0,4.96655480858378,10266.0,4.96655480858378,0.0,0.0,4,4,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p05_nll_ge_1p7,10269,10269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p05_nll_ge_1p7,10259,10259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p05_nll_ge_1p7,10266,10266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p05_nll_ge_1p7,10270,10270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p05_f_margin_le_m0p2,,,,1.0,1.0,10266.0,4.96655480858378,10266.0,4.96655480858378,0.0,0.0,4,4,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p05_f_margin_le_m0p2,10269,10269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p05_f_margin_le_m0p2,10259,10259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p05_f_margin_le_m0p2,10266,10266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p05_f_margin_le_m0p2,10270,10270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p05_f_margin_le_m0p3,,,,1.0,1.0,10266.0,4.96655480858378,10561.0,590.0209035844973,295.0,590.0,4,4,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p05_f_margin_le_m0p3,10269,10269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p05_f_margin_le_m0p3,10259,10259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p05_f_margin_le_m0p3,10266,11446,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p05_f_margin_le_m0p3,10270,10270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p05_f_margin_le_m0p38,,,,1.0,1.0,10266.0,4.96655480858378,26724.5,12623.348010729958,16458.5,12622.899046309978,4,4,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p05_f_margin_le_m0p38,10269,28140,17871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p05_f_margin_le_m0p38,10259,18771,8512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p05_f_margin_le_m0p38,10266,43983,33717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p05_f_margin_le_m0p38,10270,16004,5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p1_nll_ge_1p45,,,,1.0,1.0,21088.25,10.404326023342406,21088.25,10.404326023342406,0.0,0.0,4,4,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p1_nll_ge_1p45,21090,21090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p1_nll_ge_1p45,21074,21074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p1_nll_ge_1p45,21099,21099,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p1_nll_ge_1p45,21090,21090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p1_nll_ge_1p55,,,,1.0,1.0,21088.25,10.404326023342406,21088.25,10.404326023342406,0.0,0.0,4,4,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p1_nll_ge_1p55,21090,21090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p1_nll_ge_1p55,21074,21074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p1_nll_ge_1p55,21099,21099,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p1_nll_ge_1p55,21090,21090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p1_nll_ge_1p7,,,,1.0,1.0,21088.25,10.404326023342406,21088.25,10.404326023342406,0.0,0.0,4,4,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p1_nll_ge_1p7,21090,21090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p1_nll_ge_1p7,21074,21074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p1_nll_ge_1p7,21099,21099,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p1_nll_ge_1p7,21090,21090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p1_f_margin_le_m0p2,,,,1.0,1.0,21088.25,10.404326023342406,21088.25,10.404326023342406,0.0,0.0,4,4,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p1_f_margin_le_m0p2,21090,21090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p1_f_margin_le_m0p2,21074,21074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p1_f_margin_le_m0p2,21099,21099,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p1_f_margin_le_m0p2,21090,21090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p1_f_margin_le_m0p3,,,,1.0,1.0,21088.25,10.404326023342406,21088.25,10.404326023342406,0.0,0.0,4,4,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p1_f_margin_le_m0p3,21090,21090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p1_f_margin_le_m0p3,21074,21074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p1_f_margin_le_m0p3,21099,21099,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p1_f_margin_le_m0p3,21090,21090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,geom_d0p1_f_margin_le_m0p38,,,,1.0,1.0,21088.25,10.404326023342406,30165.25,9399.991289889582,9077.0,9392.52699401675,4,4,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain0,geom_d0p1_f_margin_le_m0p38,21090,28140,7050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain1,geom_d0p1_f_margin_le_m0p38,21074,24777,3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain2,geom_d0p1_f_margin_le_m0p38,21099,43983,22884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600_chain3,geom_d0p1_f_margin_le_m0p38,21090,23761,2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.0261011229900845,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.0261011229900845,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_nll_ge_1p7_f_nll,,,,,,,,,,,,4,,1.0261011229900845,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.0261011229900845,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_f_margin_le_m0p3_f_nll,,,,,,,,,,,,4,,1.0276885895309278,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p05_f_margin_le_m0p38_f_nll,,,,,,,,,,,,4,,1.1299239731596107,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.0341551168533565,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.0341551168533565,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_nll_ge_1p7_f_nll,,,,,,,,,,,,4,,1.0341551168533565,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.0341551168533565,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_f_margin_le_m0p3_f_nll,,,,,,,,,,,,4,,1.0341551168533565,,,,,,,,,,,,,,,,,,
rhat,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,rhat_aligned_geom_d0p1_f_margin_le_m0p38_f_nll,,,,,,,,,,,,4,,1.1170053493956498,,,,,,,,,,,,,,,,,,
window_summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,10275.0,199995.0,1.0261011229900845,4.977403674417342,6.038716869692529,5.891288917420824,47.173569236792844,0.9486000000000001,379440.0,6.210509084356761,15.526272710891904,,,,
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,48215.0,199995.0,1.0710016249340415,4.08311150199572,4.868727521666268,5.73316157608303,19.691521426857353,0.7589,303560.0,7.554567895747832,18.886419739369583,0.8,1897,7590,0
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,86155.0,199995.0,1.147697960907613,4.5291967360806,9.079447515714946,5.873475373094953,25.99057469208009,0.5692,227680.0,10.318825321670683,25.79706330417671,0.6,3794,5693,0
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,105135.0,199995.0,1.250531890455251,4.642578907886095,10.700721855476433,5.9392199343542975,20.57338409057745,0.47430000000000005,189720.0,12.52207449790069,31.305186244751724,0.5,4743,4744,0
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,124115.0,199995.0,1.380657996555018,2.9144762299959455,5.754369592483367,6.492566047313922,11.529492439335687,0.3794,151760.0,17.112720209050927,42.781800522627314,0.4,5692,3795,0
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,143075.0,199995.0,1.5291867539735775,1.1619718664077392,2.7470866010970982,6.958197507682399,22.18256632946855,0.2846,113840.0,24.449042542805337,61.122606357013346,0.3,6640,2847,0
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,152575.0,199995.0,1.547077568726099,0.6447737258522458,1.7586552326099507,8.061222242368908,44.96221629455613,0.23710000000000003,94840.0,33.999250284137105,84.99812571034278,0.25,7115,2372,0
window_suffix_best,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,0
window_summary,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,10275.0,199995.0,1.0261011229900845,4.977403674417342,6.038716869692529,5.891288917420824,47.173569236792844,0.9486000000000001,379440.0,6.210509084356761,15.526272710891904,,,,
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,48215.0,199995.0,1.0710016249340415,4.08311150199572,4.868727521666268,5.73316157608303,19.691521426857353,0.7589,303560.0,7.554567895747832,18.886419739369583,0.8,1897,7590,0
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,86155.0,199995.0,1.147697960907613,4.5291967360806,9.079447515714946,5.873475373094953,25.99057469208009,0.5692,227680.0,10.318825321670683,25.79706330417671,0.6,3794,5693,0
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,105135.0,199995.0,1.250531890455251,4.642578907886095,10.700721855476433,5.9392199343542975,20.57338409057745,0.47430000000000005,189720.0,12.52207449790069,31.305186244751724,0.5,4743,4744,0
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,124115.0,199995.0,1.380657996555018,2.9144762299959455,5.754369592483367,6.492566047313922,11.529492439335687,0.3794,151760.0,17.112720209050927,42.781800522627314,0.4,5692,3795,0
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,143075.0,199995.0,1.5291867539735775,1.1619718664077392,2.7470866010970982,6.958197507682399,22.18256632946855,0.2846,113840.0,24.449042542805337,61.122606357013346,0.3,6640,2847,0
window_suffix,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,152575.0,199995.0,1.547077568726099,0.6447737258522458,1.7586552326099507,8.061222242368908,44.96221629455613,0.23710000000000003,94840.0,33.999250284137105,84.99812571034278,0.25,7115,2372,0
window_suffix_best,w4_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step1600,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,0
