group_label,n_chains,probe,rhat,ess_mean,ess_min,n_samples,ess_rate_1e6,sample_half1_mean,sample_half2_mean,sample_delta_2nd_minus_1st
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,4,f_nll,1.002279663669168,18.025089409812026,17.19618852523082,5000.0,90.12544704906013,859.4696001495362,873.8416827941895,14.372082644653347
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,4,f_margin,1.0013721753605629,18.815239101338292,17.420494719993446,5000.0,94.07619550669146,-0.24155252566202545,-0.3484712252855301,-0.10691869962350464
sampler=underdamped γ=3.0 h=5e-06 α=0.3 β=1.0 T=100000 B=0 S=20 n_train=512 arch=small_resnet_ln nb=1,4,f_dist,0.9999009844075697,3.5315439687307077,3.5314664116742214,5000.0,17.65771984365354,20666.417939200983,119218.53110898437,98552.11316978339
