row_kind,group,chain_run,criterion,tau_geom,tau_pred,delta_tau,frac_finite_pred,frac_finite_geom,tau_geom_mean,tau_geom_std,tau_pred_mean,tau_pred_std,delta_tau_mean,delta_tau_std,n_chains,n_finite_pred,rhat_aligned,window_kind,window_len_saves,n_chains_used,step_first_mean,step_last_mean,window_rhat,drift_z_mean,drift_z_max,ess_bulk,ess_tail,t_analysis_phys,grad_evals_span,ess_per_t_analysis,ess_per_1e6_grad,window_suffix_frac,suffix_start_idx,suffix_n_draws,stab_ok
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,geom_d0p1_nll_ge_1p55,21092,21092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,geom_d0p1_nll_ge_1p55,21127,21127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,geom_d0p1_nll_ge_1p55,21131,21811,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,geom_d0p1_nll_ge_1p55,21134,22522,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,geom_d0p1_nll_ge_1p7,,,,0.0,1.0,21121.0,19.544820285692065,nan,nan,nan,nan,4,0,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,geom_d0p1_nll_ge_1p7,21092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,geom_d0p1_nll_ge_1p7,21127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,geom_d0p1_nll_ge_1p7,21131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,geom_d0p1_nll_ge_1p7,21134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,geom_d0p1_f_margin_le_m0p2,,,,1.0,1.0,21121.0,19.544820285692065,25817.75,813.3200989360421,4696.75,799.0750381952039,4,4,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,geom_d0p1_f_margin_le_m0p2,21092,24828,3736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,geom_d0p1_f_margin_le_m0p2,21127,26455,5328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,geom_d0p1_f_margin_le_m0p2,21131,26512,5381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,geom_d0p1_f_margin_le_m0p2,21134,25476,4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,geom_d0p1_f_margin_le_m0p3,,,,0.75,1.0,21121.0,19.544820285692065,98173.66666666667,28797.036658887893,77056.0,28777.33026185716,4,3,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,geom_d0p1_f_margin_le_m0p3,21092,71900,50808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,geom_d0p1_f_margin_le_m0p3,21127,93660,72533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,geom_d0p1_f_margin_le_m0p3,21131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,geom_d0p1_f_margin_le_m0p3,21134,128961,107827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,geom_d0p1_f_margin_le_m0p38,,,,0.0,1.0,21121.0,19.544820285692065,nan,nan,nan,nan,4,0,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,geom_d0p1_f_margin_le_m0p38,21092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,geom_d0p1_f_margin_le_m0p38,21127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,geom_d0p1_f_margin_le_m0p38,21131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,geom_d0p1_f_margin_le_m0p38,21134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p05_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.2855227165047287,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p05_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.5614345155950533,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p05_nll_ge_1p7_f_nll,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p05_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.6154101793297044,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p05_f_margin_le_m0p3_f_nll,,,,,,,,,,,,3,,1.849388433108637,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p05_f_margin_le_m0p38_f_nll,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p1_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.600723495262754,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p1_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.5985372720312294,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p1_nll_ge_1p7_f_nll,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p1_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.6154101793297044,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p1_f_margin_le_m0p3_f_nll,,,,,,,,,,,,3,,1.849388433108637,,,,,,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_geom_d0p1_f_margin_le_m0p38_f_nll,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
window_summary,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,10285.0,199985.0,1.0756986455758295,1.649455608857394,2.770093364018787,7.896606768426212,39.36535693671237,0.9485000000000001,379400.0,8.325362960913242,20.813407402283108,,,,
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,48225.0,199985.0,1.6305521051038014,1.6779458607211306,2.746649316502633,5.245043058668584,15.068367139160701,0.7588,303520.0,6.912286582325492,17.28071645581373,0.8,1897,7589,0
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,86165.0,199985.0,1.7924364503866705,1.7379299488428144,4.5271125354985795,5.01554049979565,11.941606490676758,0.5691,227640.0,8.813109295019592,22.03277323754898,0.6,3794,5692,0
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,105145.0,199985.0,2.1417187443336774,1.2074183690442524,3.427273365607451,5.207570944636494,26.36524237571079,0.47420000000000007,189680.0,10.981802919941993,27.45450729985499,0.5,4743,4743,0
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,124105.0,199985.0,2.5020434975751673,0.4842819756603821,1.3663970592150796,5.22153472394036,33.95361935519212,0.3794,151760.0,13.76261129135572,34.4065282283893,0.4,5691,3795,0
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,143085.0,199985.0,2.6411548829373914,0.7615786152263173,1.3034196105146556,4.995855723929484,20.898312032107665,0.28450000000000003,113800.0,17.560125567414705,43.90031391853677,0.3,6640,2846,0
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,152565.0,199985.0,2.4885517257227314,1.59390017071821,2.7305375758663133,4.801793314472073,13.244604653590372,0.23710000000000003,94840.0,20.252186058507267,50.63046514626817,0.25,7114,2372,0
window_suffix_best,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_geom_d0p05,0,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,0
window_summary,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,14950.0,199450.0,1.2855227165047287,1.28333375571899,1.8078199271810693,7.320932562771128,41.28268968057103,0.9225000000000001,369000.0,7.9359702577464795,19.8399256443662,,,,
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,51850.0,199450.0,1.6213740957274168,1.7989986937875335,3.0592069503483685,5.1872589993903135,14.50786866357164,0.7380000000000001,295200.0,7.028806232236196,17.57201558059049,0.8,1845,7381,0
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,88750.0,199450.0,1.8129294424919327,1.6828774690297112,4.39458426830691,5.0442149093313935,12.342259099691814,0.5535,221400.0,9.113306069252744,22.78326517313186,0.6,3690,5536,0
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,107210.0,199450.0,2.170426388960967,1.14271484439455,3.130175812262341,5.250931215232959,26.939761689438548,0.46120000000000005,184480.0,11.38536690206626,28.46341725516565,0.5,4613,4613,0
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,125650.0,199450.0,2.56971196180567,0.4673141575515458,1.1632523064811615,5.190567646663457,39.67424228645795,0.36900000000000005,147600.0,14.066578988247848,35.16644747061963,0.4,5535,3691,0
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,144110.0,199450.0,2.6498286597989185,0.8105609999219807,1.2622341082919801,4.991876397625599,22.776415929635988,0.2767,110680.0,18.040753153688467,45.10188288422116,0.3,6458,2768,0
window_suffix,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,153330.0,199450.0,2.497925369864209,1.6826835869617405,2.8727226805337427,4.802780376192236,15.106950562359126,0.23060000000000003,92240.0,20.827321666054793,52.068304165136986,0.25,6919,2307,0
window_suffix_best,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,,,,,,,,,,,,,,,,post_pred_nll1p45_given_geom_d0p05,0,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,0
