row_kind,group,chain_run,criterion,tau_escape,tau_mean,tau_std,n_chains,rhat_aligned
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,d_sqrt,200000,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,ou,200000,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,f_margin,197367,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,nll_rise,121620,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,d_sqrt,200000,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,ou,200000,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,f_margin,145749,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,nll_rise,199887,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,d_sqrt,200000,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,ou,200000,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,f_margin,84908,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,nll_rise,32197,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,d_sqrt,200000,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,ou,200000,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,f_margin,187432,,,,
chain,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,nll_rise,167620,,,,
summary,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,d_sqrt,,200000.0,0.0,4,
summary,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,ou,,200000.0,0.0,4,
summary,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,f_margin,,153864.0,51121.11368766008,4,
summary,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,nll_rise,,130331.0,72880.42749142827,4,
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_f_margin_f_nll,,,,4,8.012937550712811
rhat,w2_n512_h5e-06_T200000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_nll_rise_f_nll,,,,4,181.8555193988084
