row_kind,group,chain_run,criterion,tau_geom,tau_pred,delta_tau,frac_finite_pred,frac_finite_geom,tau_geom_mean,tau_geom_std,tau_pred_mean,tau_pred_std,delta_tau_mean,delta_tau_std,n_chains,n_finite_pred,rhat_aligned
summary,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_nll_ge_1p45,,,,1.0,1.0,20652.666666666668,22.854612955229264,21208.333333333332,985.249376215653,555.6666666666666,962.4428987391062,3,3,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_nll_ge_1p45,20641,20641,0,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_nll_ge_1p45,20638,20638,0,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_nll_ge_1p45,20679,22346,1667,,,,,,,,,,,
summary,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_nll_ge_1p55,,,,0.6666666666666666,1.0,20652.666666666668,22.854612955229264,20705.5,95.45941546018392,66.0,93.33809511662427,3,2,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_nll_ge_1p55,20641,20773,132,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_nll_ge_1p55,20638,20638,0,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_nll_ge_1p55,20679,,,,,,,,,,,,,
summary,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_nll_ge_1p7,,,,0.0,1.0,20652.666666666668,22.854612955229264,nan,nan,nan,nan,3,0,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_nll_ge_1p7,20641,,,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_nll_ge_1p7,20638,,,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_nll_ge_1p7,20679,,,,,,,,,,,,,
summary,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_f_margin_le_m0p2,,,,1.0,1.0,20652.666666666668,22.854612955229264,25755.666666666668,8861.46073361121,5103.0,8838.655271023981,3,3,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_f_margin_le_m0p2,20641,20641,0,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_f_margin_le_m0p2,20638,20638,0,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_f_margin_le_m0p2,20679,35988,15309,,,,,,,,,,,
summary,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_f_margin_le_m0p3,,,,0.6666666666666666,1.0,20652.666666666668,22.854612955229264,32985.5,1372.4942622830888,12346.0,1374.6155826266483,3,2,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_f_margin_le_m0p3,20641,32015,11374,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_f_margin_le_m0p3,20638,33956,13318,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_f_margin_le_m0p3,20679,,,,,,,,,,,,,
summary,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_f_margin_le_m0p38,,,,0.3333333333333333,1.0,20652.666666666668,22.854612955229264,36070.0,0.0,15429.0,0.0,3,1,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_f_margin_le_m0p38,20641,36070,15429,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_f_margin_le_m0p38,20638,,,,,,,,,,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_f_margin_le_m0p38,20679,,,,,,,,,,,,,
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_nll_ge_1p45_f_nll,,,,,,,,,,,,3,,1.6274456838135094
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_nll_ge_1p55_f_nll,,,,,,,,,,,,2,,1.008347701694638
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_nll_ge_1p7_f_nll,,,,,,,,,,,,0,,
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_f_margin_le_m0p2_f_nll,,,,,,,,,,,,3,,1.724488353992155
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_f_margin_le_m0p3_f_nll,,,,,,,,,,,,2,,1.0012159310924535
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_f_margin_le_m0p38_f_nll,,,,,,,,,,,,1,,
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_nll_ge_1p45_f_nll,,,,,,,,,,,,3,,2.6278094869954516
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_nll_ge_1p55_f_nll,,,,,,,,,,,,2,,1.0034201268981815
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_nll_ge_1p7_f_nll,,,,,,,,,,,,0,,
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_f_margin_le_m0p2_f_nll,,,,,,,,,,,,3,,3.0053151248973693
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_f_margin_le_m0p3_f_nll,,,,,,,,,,,,2,,1.0012159310924535
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_f_margin_le_m0p38_f_nll,,,,,,,,,,,,1,,
